pc_sector,treatment_function,total_new_adms,total_followup_adms
PL14 4,422_neonatology,0,27
PL15 9,422_neonatology,30,26
TR19 6,501_obst_pats_in_hosp_bed/deliv_fa,21,17
TR25 0,501_obst_pats_in_hosp_bed/deliv_fa,20,3
PL25 4,422_neonatology,20,29
PL29 3,422_neonatology,19,21
TR27 6,430_geriatric_medicine,13,1
TR5 0,430_geriatric_medicine,6,6
TR12 7,422_neonatology,4,26
TR14 7,422_neonatology,30,18
TR3 6,501_obst_pats_in_hosp_bed/deliv_fa,17,1
PL14 3,502_gynaecology,26,19
PL26 8,651_occupational_therapy,12,16
PL29 3,651_occupational_therapy,28,0
PL32 9,422_neonatology,28,3
PL34 0,422_neonatology,24,27
PL14 4,502_gynaecology,13,1
PL14 6,502_gynaecology,18,10
TR1 1,651_occupational_therapy,4,28
TR12 7,651_occupational_therapy,10,3
PL24 2,502_gynaecology,11,21
PL31 2,502_gynaecology,13,7
TR16 5,422_neonatology,15,6
TR19 6,422_neonatology,18,23
TR1 2,502_gynaecology,27,2
TR11 4,502_gynaecology,27,15
TR1 3,422_neonatology,7,26
TR11 4,422_neonatology,28,6
TR20 8,422_neonatology,11,10
TR21 0,422_neonatology,6,7
TR16 5,651_occupational_therapy,26,5
TR19 7,651_occupational_therapy,29,0
TR21 0,651_occupational_therapy,6,23
TR3 7,651_occupational_therapy,10,6
TR3 6,422_neonatology,6,6
PL12 6,430_geriatric_medicine,24,7
TR18 2,422_neonatology,8,24
TR18 3,422_neonatology,16,11
TR7 3,430_geriatric_medicine,21,8
TR9 6,430_geriatric_medicine,5,18
TR27 5,502_gynaecology,27,19
TR3 7,502_gynaecology,1,3
PL15 8,461_ophthalmic_and_vision_science_service,18,15
PL27 7,461_ophthalmic_and_vision_science_service,12,6
TR8 4,651_occupational_therapy,15,16
PL25 5,652_speech_and_language_therapy,28,21
TR13 8,461_ophthalmic_and_vision_science_service,23,4
TR15 2,461_ophthalmic_and_vision_science_service,10,15
TR8 4,502_gynaecology,8,28
PL11 2,503_gynaecology_oncology,14,4
TR18 4,422_neonatology,12,29
TR2 4,422_neonatology,29,10
PL14 3,430_geriatric_medicine,1,8
PL14 6,430_geriatric_medicine,4,27
PL15 9,430_geriatric_medicine,1,7
PL17 7,430_geriatric_medicine,9,27
TR7 1,461_ophthalmic_and_vision_science_service,13,29
EX22 7,501_obst_pats_in_hosp_bed/deliv_fa,19,15
PL14 5,503_gynaecology_oncology,2,25
PL24 2,503_gynaecology_oncology,0,30
PL26 8,430_geriatric_medicine,5,7
TR1 1,430_geriatric_medicine,18,30
TR20 9,422_neonatology,28,13
TR26 3,422_neonatology,4,30
TR18 2,502_gynaecology,14,25
TR18 3,502_gynaecology,24,21
PL15 7,501_obst_pats_in_hosp_bed/deliv_fa,28,28
PL15 9,501_obst_pats_in_hosp_bed/deliv_fa,3,4
PL30 3,652_speech_and_language_therapy,20,29
PL31 1,652_speech_and_language_therapy,21,18
TR11 2,430_geriatric_medicine,1,12
TR19 7,430_geriatric_medicine,14,25
TR1 3,652_speech_and_language_therapy,8,3
TR11 2,652_speech_and_language_therapy,4,27
PL30 4,503_gynaecology_oncology,21,29
PL31 1,503_gynaecology_oncology,19,28
TR18 4,502_gynaecology,16,10
TR2 4,502_gynaecology,21,4
TR27 5,422_neonatology,27,18
TR5 0,422_neonatology,7,8
PL17 7,501_obst_pats_in_hosp_bed/deliv_fa,17,20
PL27 7,501_obst_pats_in_hosp_bed/deliv_fa,9,4
TR11 3,652_speech_and_language_therapy,1,27
TR12 6,652_speech_and_language_therapy,0,27
TR7 2,422_neonatology,9,15
EX23 8,430_geriatric_medicine,16,28
TR11 4,503_gynaecology_oncology,29,2
TR18 2,503_gynaecology_oncology,12,28
TR14 0,652_speech_and_language_therapy,19,30
TR14 7,652_speech_and_language_therapy,0,29
TR18 4,503_gynaecology_oncology,14,6
TR19 6,503_gynaecology_oncology,28,11
TR26 2,502_gynaecology,3,7
PL15 7,503_gynaecology_oncology,25,6
EX23 9,430_geriatric_medicine,22,4
PL15 7,430_geriatric_medicine,4,12
TR20 8,430_geriatric_medicine,8,14
TR21 0,430_geriatric_medicine,25,15
TR3 6,503_gynaecology_oncology,15,3
PL22 0,505_fetal_medicine_service_,4,9
PL30 3,501_obst_pats_in_hosp_bed/deliv_fa,27,6
PL31 1,501_obst_pats_in_hosp_bed/deliv_fa,12,0
PL15 8,430_geriatric_medicine,6,7
PL25 5,430_geriatric_medicine,14,1
PL25 3,505_fetal_medicine_service_,30,25
PL26 6,505_fetal_medicine_service_,5,17
TR16 6,501_obst_pats_in_hosp_bed/deliv_fa,0,13
TR17 0,501_obst_pats_in_hosp_bed/deliv_fa,30,17
TR19 6,652_speech_and_language_therapy,18,8
TR2 5,652_speech_and_language_therapy,11,4
TR11 3,430_geriatric_medicine,29,19
TR12 6,430_geriatric_medicine,15,26
TR3 7,430_geriatric_medicine,30,23
TR8 4,430_geriatric_medicine,9,14
PL15 8,503_gynaecology_oncology,26,28
PL25 9,503_gynaecology_oncology,15,14
PL27 6,505_fetal_medicine_service_,23,25
TR15 3,505_fetal_medicine_service_,3,20
PL27 7,503_gynaecology_oncology,6,25
PL29 3,503_gynaecology_oncology,23,17
TR22 0,501_obst_pats_in_hosp_bed/deliv_fa,10,17
TR27 5,501_obst_pats_in_hosp_bed/deliv_fa,14,23
TR13 9,430_geriatric_medicine,12,26
TR14 0,430_geriatric_medicine,23,22
TR11 5,461_ophthalmic_and_vision_science_service,26,8
TR16 6,461_ophthalmic_and_vision_science_service,10,22
TR16 6,505_fetal_medicine_service_,10,24
TR27 4,505_fetal_medicine_service_,26,6
TR3 6,652_speech_and_language_therapy,29,27
PL23 1,654_dietetics,27,2
TR16 4,430_geriatric_medicine,24,30
TR18 5,430_geriatric_medicine,5,10
TR4 9,505_fetal_medicine_service_,5,14
TR5 0,505_fetal_medicine_service_,18,1
TR4 8,430_geriatric_medicine,7,24
TR7 1,430_geriatric_medicine,13,15
TR14 9,503_gynaecology_oncology,27,8
TR19 7,503_gynaecology_oncology,13,2
TR9 6,505_fetal_medicine_service_,8,12
PL26 7,560_midwife_episode,30,26
PL25 3,654_dietetics,23,16
TR15 1,654_dietetics,30,19
TR15 3,654_dietetics,8,29
TR4 9,501_obst_pats_in_hosp_bed/deliv_fa,12,7
TR7 2,501_obst_pats_in_hosp_bed/deliv_fa,8,27
PL27 7,560_midwife_episode,28,5
PL30 5,560_midwife_episode,8,1
TR27 4,654_dietetics,27,12
TR4 9,654_dietetics,0,27
TR8 5,654_dietetics,1,17
TR24 0,503_gynaecology_oncology,8,7
TR27 4,503_gynaecology_oncology,21,0
PL34 0,560_midwife_episode,19,7
TR15 3,560_midwife_episode,17,22
PL23 1,655_orthoptics,2,20
PL25 3,655_orthoptics,8,5
TR11 4,655_orthoptics,23,21
TR3 7,503_gynaecology_oncology,24,24
TR8 4,503_gynaecology_oncology,27,15
TR17 0,461_ophthalmic_and_vision_science_service,1,2
TR18 2,461_ophthalmic_and_vision_science_service,23,7
EX23 8,502_gynaecology,21,0
EX23 9,502_gynaecology,2,7
TR16 6,560_midwife_episode,27,13
TR26 1,560_midwife_episode,7,26
PL10 1,502_gynaecology,27,25
PL12 4,502_gynaecology,21,7
PL24 2,505_fetal_medicine_service_,4,19
TR1 3,505_fetal_medicine_service_,11,8
TR18 3,461_ophthalmic_and_vision_science_service,1,12
TR18 4,461_ophthalmic_and_vision_science_service,28,19
PL15 8,502_gynaecology,3,17
PL26 7,502_gynaecology,10,26
TR4 9,560_midwife_episode,16,8
TR5 0,560_midwife_episode,7,8
PL22 0,461_ophthalmic_and_vision_science_service,6,30
PL26 6,461_ophthalmic_and_vision_science_service,10,0
TR17 0,655_orthoptics,22,3
TR18 3,655_orthoptics,7,18
TR18 4,655_orthoptics,9,24
TR9 6,560_midwife_episode,8,25
PL14 3,650_physiotherapy,9,27
TR23 0,461_ophthalmic_and_vision_science_service,27,28
EX23 8,501_obst_pats_in_hosp_bed/deliv_fa,14,7
PL27 6,461_ophthalmic_and_vision_science_service,27,12
TR11 2,461_ophthalmic_and_vision_science_service,2,17
TR2 4,655_orthoptics,11,8
TR27 4,655_orthoptics,22,16
TR8 5,655_orthoptics,6,11
PL30 4,502_gynaecology,27,25
TR13 8,502_gynaecology,29,8
PL14 4,650_physiotherapy,15,15
PL14 6,650_physiotherapy,10,13
TR14 8,502_gynaecology,17,2
TR14 9,502_gynaecology,28,12
TR11 4,505_fetal_medicine_service_,9,23
TR18 2,505_fetal_medicine_service_,8,16
PL25 9,650_physiotherapy,8,13
PL26 8,650_physiotherapy,18,23
TR18 3,505_fetal_medicine_service_,12,7
TR18 4,505_fetal_medicine_service_,2,6
PL27 7,650_physiotherapy,15,23
PL29 3,650_physiotherapy,21,21
PL32 9,650_physiotherapy,26,28
TR12 7,650_physiotherapy,10,1
TR19 7,650_physiotherapy,14,25
TR20 8,650_physiotherapy,12,23
EX23 9,501_obst_pats_in_hosp_bed/deliv_fa,30,24
PL14 3,501_obst_pats_in_hosp_bed/deliv_fa,25,3
TR20 9,650_physiotherapy,26,10
TR26 3,650_physiotherapy,18,3
TR2 4,505_fetal_medicine_service_,27,11
TR26 1,505_fetal_medicine_service_,20,24
PL14 4,501_obst_pats_in_hosp_bed/deliv_fa,2,29
PL14 6,501_obst_pats_in_hosp_bed/deliv_fa,28,24
TR27 5,650_physiotherapy,29,21
TR3 7,650_physiotherapy,6,5
TR14 7,461_ophthalmic_and_vision_science_service,20,13
TR20 9,461_ophthalmic_and_vision_science_service,0,25
PL13 2,656_clinical_psychology,18,29
PL30 3,656_clinical_psychology,5,13
TR8 4,650_physiotherapy,6,18
PL13 2,651_occupational_therapy,24,23
PL31 1,656_clinical_psychology,29,27
TR11 2,656_clinical_psychology,23,16
TR15 2,502_gynaecology,11,21
TR16 4,502_gynaecology,14,27
TR27 5,461_ophthalmic_and_vision_science_service,19,7
TR5 0,461_ophthalmic_and_vision_science_service,1,10
TR6 0,505_fetal_medicine_service_,24,5
PL15 8,560_midwife_episode,11,12
PL29 3,501_obst_pats_in_hosp_bed/deliv_fa,2,23
PL31 2,501_obst_pats_in_hosp_bed/deliv_fa,16,8
TR7 3,461_ophthalmic_and_vision_science_service,8,20
TR9 6,461_ophthalmic_and_vision_science_service,7,3
TR14 7,656_clinical_psychology,23,17
TR19 6,656_clinical_psychology,0,11
PL17 8,501_obst_pats_in_hosp_bed/deliv_fa,30,13
PL24 2,501_obst_pats_in_hosp_bed/deliv_fa,22,10
PL30 3,651_occupational_therapy,18,5
PL31 1,651_occupational_therapy,22,19
TR3 6,656_clinical_psychology,3,8
PL30 3,670_urological_physiology_service,8,7
TR11 2,651_occupational_therapy,19,1
TR14 7,651_occupational_therapy,14,28
PL25 5,560_midwife_episode,5,2
TR10 8,560_midwife_episode,13,8
TR12 7,501_obst_pats_in_hosp_bed/deliv_fa,28,0
TR19 7,501_obst_pats_in_hosp_bed/deliv_fa,25,6
PL13 1,503_gynaecology_oncology,1,18
PL27 6,503_gynaecology_oncology,20,29
TR10 9,560_midwife_episode,0,8
TR13 8,560_midwife_episode,23,23
TR19 6,651_occupational_therapy,6,11
TR3 6,651_occupational_therapy,28,7
PL31 1,670_urological_physiology_service,15,18
TR11 2,670_urological_physiology_service,3,19
TR14 8,560_midwife_episode,27,30
TR14 9,560_midwife_episode,30,25
TR15 2,560_midwife_episode,21,22
TR2 5,560_midwife_episode,17,14
TR14 7,670_urological_physiology_service,4,3
TR19 6,670_urological_physiology_service,15,17
TR3 6,670_urological_physiology_service,12,12
PL23 1,675_cardiac_physiology_service,1,23
PL30 3,503_gynaecology_oncology,8,8
PL31 2,503_gynaecology_oncology,4,2
TR27 4,560_midwife_episode,1,30
EX22 6,650_physiotherapy,23,5
PL24 2,650_physiotherapy,20,30
TR1 2,650_physiotherapy,1,26
PL34 0,503_gynaecology_oncology,16,2
TR1 2,503_gynaecology_oncology,17,29
PL25 3,675_cardiac_physiology_service,17,26
PL33 9,675_cardiac_physiology_service,25,8
PL26 8,652_speech_and_language_therapy,27,25
PL29 3,652_speech_and_language_therapy,14,17
TR27 4,501_obst_pats_in_hosp_bed/deliv_fa,2,9
TR3 7,501_obst_pats_in_hosp_bed/deliv_fa,3,29
TR11 4,650_physiotherapy,9,0
TR18 2,650_physiotherapy,16,5
TR1 2,652_speech_and_language_therapy,18,30
TR12 7,652_speech_and_language_therapy,14,2
TR17 0,675_cardiac_physiology_service,11,6
TR18 3,675_cardiac_physiology_service,6,11
TR19 7,652_speech_and_language_therapy,11,17
TR20 8,652_speech_and_language_therapy,26,30
TR2 4,675_cardiac_physiology_service,8,14
TR26 2,675_cardiac_physiology_service,6,16
TR18 4,650_physiotherapy,5,16
TR19 6,650_physiotherapy,15,19
PL34 0,501_obst_pats_in_hosp_bed/deliv_fa,21,21
TR1 2,501_obst_pats_in_hosp_bed/deliv_fa,29,11
TR7 2,675_cardiac_physiology_service,15,17
PL26 7,677_gastrointestinal_physiology_service,6,22
TR20 9,652_speech_and_language_therapy,13,4
TR26 3,652_speech_and_language_therapy,12,12
TR5 0,501_obst_pats_in_hosp_bed/deliv_fa,1,0
TR8 4,501_obst_pats_in_hosp_bed/deliv_fa,18,26
EX23 0,800_clinical_oncology,25,25
PL10 1,800_clinical_oncology,15,7
TR27 5,652_speech_and_language_therapy,25,24
TR3 7,652_speech_and_language_therapy,7,23
TR13 8,501_obst_pats_in_hosp_bed/deliv_fa,23,15
TR14 8,501_obst_pats_in_hosp_bed/deliv_fa,25,8
PL11 3,800_clinical_oncology,21,27
PL12 4,800_clinical_oncology,14,14
EX23 0,502_gynaecology,13,29
PL13 1,502_gynaecology,22,14
TR11 5,503_gynaecology_oncology,4,27
TR16 6,503_gynaecology_oncology,23,25
TR26 2,650_physiotherapy,30,21
PL15 7,651_occupational_therapy,15,20
TR14 9,501_obst_pats_in_hosp_bed/deliv_fa,10,23
TR15 2,501_obst_pats_in_hosp_bed/deliv_fa,6,22
TR17 0,503_gynaecology_oncology,12,22
TR18 3,503_gynaecology_oncology,14,1
PL15 8,651_occupational_therapy,1,18
PL27 7,651_occupational_therapy,10,9
TR8 4,652_speech_and_language_therapy,24,11
PL10 1,654_dietetics,4,29
PL13 2,502_gynaecology,22,1
PL25 4,502_gynaecology,15,30
TR16 4,501_obst_pats_in_hosp_bed/deliv_fa,8,12
TR26 2,501_obst_pats_in_hosp_bed/deliv_fa,6,9
PL18 9,800_clinical_oncology,24,24
PL22 0,800_clinical_oncology,30,1
TR27 5,503_gynaecology_oncology,21,2
TR4 9,503_gynaecology_oncology,13,21
PL30 5,502_gynaecology,16,26
PL34 0,502_gynaecology,26,24
PL25 4,800_clinical_oncology,25,2
PL26 6,800_clinical_oncology,21,18
TR14 8,651_occupational_therapy,4,21
TR14 9,651_occupational_therapy,13,11
TR1 1,800_clinical_oncology,29,4
TR11 5,800_clinical_oncology,24,5
TR2 5,651_occupational_therapy,10,27
TR24 0,651_occupational_therapy,21,19
TR13 0,800_clinical_oncology,9,13
TR16 5,800_clinical_oncology,25,16
TR4 8,501_obst_pats_in_hosp_bed/deliv_fa,14,12
PL11 3,502_gynaecology,19,2
PL11 3,654_dietetics,16,13
PL18 9,654_dietetics,15,2
PL26 7,654_dietetics,24,2
PL23 1,502_gynaecology,16,17
PL25 3,502_gynaecology,2,20
PL24 2,652_speech_and_language_therapy,3,26
TR11 4,652_speech_and_language_therapy,23,22
TR18 2,652_speech_and_language_therapy,2,16
TR18 3,652_speech_and_language_therapy,22,17
TR1 3,502_gynaecology,21,5
TR11 5,502_gynaecology,1,25
TR21 0,800_clinical_oncology,5,29
TR24 0,800_clinical_oncology,2,5
PL27 6,502_gynaecology,24,6
TR16 6,502_gynaecology,17,24
TR13 0,502_gynaecology,23,1
TR16 5,502_gynaecology,16,7
TR17 0,502_gynaecology,13,17
TR24 0,502_gynaecology,11,9
TR7 2,503_gynaecology_oncology,25,9
PL15 8,505_fetal_medicine_service_,10,1
TR18 4,652_speech_and_language_therapy,7,19
TR26 2,652_speech_and_language_therapy,8,23
TR27 4,502_gynaecology,9,16
TR4 9,502_gynaecology,1,0
PL26 7,505_fetal_medicine_service_,18,24
TR13 8,505_fetal_medicine_service_,5,29
TR27 6,652_speech_and_language_therapy,18,5
EX23 8,654_dietetics,22,29
TR14 8,505_fetal_medicine_service_,1,10
TR14 9,505_fetal_medicine_service_,10,11
TR26 1,502_gynaecology,10,4
TR6 0,502_gynaecology,4,10
EX23 9,654_dietetics,9,17
PL15 7,654_dietetics,26,15
PL15 8,654_dietetics,27,1
TR15 2,505_fetal_medicine_service_,8,5
TR16 4,505_fetal_medicine_service_,28,7
PL25 5,654_dietetics,25,8
TR1 1,654_dietetics,0,4
TR11 3,654_dietetics,18,4
TR7 3,800_clinical_oncology,7,8
TR9 6,800_clinical_oncology,2,25
TR7 2,502_gynaecology,13,10
PL23 1,503_gynaecology_oncology,7,21
TR12 6,654_dietetics,15,6
TR13 9,654_dietetics,16,6
TR14 0,654_dietetics,5,10
TR7 3,502_gynaecology,15,12
EX23 8,503_gynaecology_oncology,4,11
PL25 3,503_gynaecology_oncology,20,10
PL26 7,503_gynaecology_oncology,22,11
TR16 4,654_dietetics,6,3
TR18 5,654_dietetics,8,2
TR24 0,654_dietetics,0,30
PL25 5,503_gynaecology_oncology,2,20
PL33 9,503_gynaecology_oncology,5,26
TR10 8,654_dietetics,2,22
TR10 9,654_dietetics,0,19
TR15 2,654_dietetics,23,28
TR4 8,654_dietetics,11,21
TR7 1,654_dietetics,3,6
EX23 8,655_orthoptics,13,18
TR11 2,503_gynaecology_oncology,21,13
TR11 3,503_gynaecology_oncology,12,5
TR17 0,654_dietetics,30,15
TR26 1,654_dietetics,7,8
TR6 0,654_dietetics,5,9
PL15 7,655_orthoptics,30,9
PL15 8,655_orthoptics,24,8
PL25 5,655_orthoptics,8,8
TR12 6,503_gynaecology_oncology,21,14
TR13 9,503_gynaecology_oncology,0,13
TR14 0,503_gynaecology_oncology,4,11
TR14 7,503_gynaecology_oncology,14,16
TR10 8,655_orthoptics,8,24
TR10 9,655_orthoptics,1,20
TR13 8,655_orthoptics,12,10
PL25 3,560_midwife_episode,18,14
PL27 6,560_midwife_episode,30,1
EX22 7,655_orthoptics,13,26
PL10 1,655_orthoptics,12,18
PL26 7,655_orthoptics,5,16
TR14 8,655_orthoptics,11,27
TR15 2,655_orthoptics,24,28
TR2 5,655_orthoptics,19,10
TR13 8,503_gynaecology_oncology,13,18
TR14 8,503_gynaecology_oncology,5,2
TR11 5,655_orthoptics,28,0
TR13 0,655_orthoptics,1,13
TR16 6,655_orthoptics,20,9
TR24 0,655_orthoptics,15,14
TR4 8,655_orthoptics,1,14
TR7 1,655_orthoptics,4,26
PL30 3,560_midwife_episode,24,11
PL31 1,560_midwife_episode,23,6
TR26 1,655_orthoptics,3,12
TR6 0,655_orthoptics,9,19
PL14 3,656_clinical_psychology,22,17
PL24 2,812_diagnostic_imaging,25,9
PL28 8,812_diagnostic_imaging,4,12
TR1 3,560_midwife_episode,30,15
TR11 4,560_midwife_episode,4,19
TR13 0,560_midwife_episode,20,4
TR2 4,560_midwife_episode,25,5
EX23 9,656_clinical_psychology,27,2
PL11 2,656_clinical_psychology,7,5
PL14 4,656_clinical_psychology,8,20
PL14 6,656_clinical_psychology,26,22
TR22 0,560_midwife_episode,3,2
TR27 5,560_midwife_episode,11,7
TR15 2,503_gynaecology_oncology,25,22
TR26 2,503_gynaecology_oncology,20,24
PL15 7,505_fetal_medicine_service_,30,4
PL15 9,505_fetal_medicine_service_,13,10
PL25 5,505_fetal_medicine_service_,9,7
PL26 8,505_fetal_medicine_service_,26,25
PL15 9,656_clinical_psychology,28,25
PL17 7,656_clinical_psychology,18,2
TR16 4,503_gynaecology_oncology,30,11
TR25 0,503_gynaecology_oncology,13,0
PL12 4,656_clinical_psychology,9,28
PL12 5,656_clinical_psychology,5,23
TR6 0,560_midwife_episode,27,22
TR7 3,560_midwife_episode,15,14
EX23 8,650_physiotherapy,23,17
EX23 9,650_physiotherapy,4,18
PL30 4,812_diagnostic_imaging,5,0
TR11 4,812_diagnostic_imaging,1,5
PL14 5,650_physiotherapy,23,27
PL23 1,650_physiotherapy,15,13
TR4 8,503_gynaecology_oncology,10,29
EX23 0,505_fetal_medicine_service_,2,11
TR18 2,812_diagnostic_imaging,10,0
TR18 3,812_diagnostic_imaging,16,5
PL14 5,656_clinical_psychology,18,24
PL25 5,656_clinical_psychology,27,22
PL14 3,505_fetal_medicine_service_,4,22
PL25 4,505_fetal_medicine_service_,24,26
PL30 3,505_fetal_medicine_service_,4,28
PL31 1,505_fetal_medicine_service_,6,12
PL26 7,650_physiotherapy,24,27
PL30 4,650_physiotherapy,26,30
PL31 2,505_fetal_medicine_service_,2,0
TR1 2,505_fetal_medicine_service_,13,14
PL25 4,656_clinical_psychology,13,10
PL26 8,656_clinical_psychology,18,30
PL33 9,656_clinical_psychology,29,0
TR12 6,656_clinical_psychology,19,13
PL31 1,650_physiotherapy,20,18
TR13 8,650_physiotherapy,9,3
TR12 7,656_clinical_psychology,11,24
TR16 5,656_clinical_psychology,12,8
TR11 5,505_fetal_medicine_service_,8,23
TR13 0,505_fetal_medicine_service_,0,12
TR13 9,656_clinical_psychology,3,25
TR14 0,656_clinical_psychology,26,17
TR11 2,505_fetal_medicine_service_,28,17
TR12 6,505_fetal_medicine_service_,30,25
TR16 5,505_fetal_medicine_service_,28,15
TR26 2,505_fetal_medicine_service_,13,9
TR18 4,812_diagnostic_imaging,15,6
TR2 4,812_diagnostic_imaging,2,20
TR19 7,505_fetal_medicine_service_,2,20
TR27 5,505_fetal_medicine_service_,20,7
TR7 3,505_fetal_medicine_service_,14,22
EX23 8,560_midwife_episode,24,27
TR19 7,656_clinical_psychology,2,6
TR20 8,656_clinical_psychology,18,18
TR3 7,505_fetal_medicine_service_,29,27
TR4 8,505_fetal_medicine_service_,9,8
TR21 0,656_clinical_psychology,30,25
TR3 7,656_clinical_psychology,22,6
PL24 2,822_chemical_pathology,23,24
PL28 8,822_chemical_pathology,16,29
TR14 8,650_physiotherapy,5,14
TR14 9,650_physiotherapy,17,2
TR16 4,656_clinical_psychology,1,30
TR18 5,656_clinical_psychology,27,6
TR8 4,505_fetal_medicine_service_,13,4
PL25 4,560_midwife_episode,7,1
PL30 4,822_chemical_pathology,13,0
TR11 4,822_chemical_pathology,14,3
TR8 4,656_clinical_psychology,22,10
PL25 4,670_urological_physiology_service,27,11
TR18 2,822_chemical_pathology,2,14
TR18 3,822_chemical_pathology,16,12
PL26 8,670_urological_physiology_service,8,7
TR1 1,670_urological_physiology_service,21,5
TR18 4,822_chemical_pathology,24,15
TR2 4,822_chemical_pathology,25,14
TR4 8,656_clinical_psychology,7,10
TR7 1,656_clinical_psychology,14,17
TR11 2,560_midwife_episode,24,13
TR11 3,560_midwife_episode,8,26
EX23 9,560_midwife_episode,21,4
PL26 8,560_midwife_episode,13,30
TR12 7,670_urological_physiology_service,7,28
TR16 5,670_urological_physiology_service,2,25
EX23 0,840_audiology,30,3
PL15 7,840_audiology,7,0
PL15 9,840_audiology,24,6
TR1 1,560_midwife_episode,8,3
TR13 9,560_midwife_episode,6,7
TR12 6,560_midwife_episode,3,14
TR19 7,560_midwife_episode,7,19
TR3 7,560_midwife_episode,27,11
TR8 4,560_midwife_episode,12,21
EX22 7,650_physiotherapy,10,2
PL18 9,650_physiotherapy,12,29
TR19 7,670_urological_physiology_service,4,6
TR21 0,670_urological_physiology_service,19,18
TR15 2,650_physiotherapy,27,27
TR16 4,650_physiotherapy,5,28
EX23 8,670_urological_physiology_service,28,20
PL25 5,670_urological_physiology_service,3,30
TR15 1,560_midwife_episode,12,19
TR16 4,560_midwife_episode,13,23
PL25 3,650_physiotherapy,18,15
PL27 6,650_physiotherapy,5,29
TR3 7,670_urological_physiology_service,28,21
TR8 4,670_urological_physiology_service,29,25
TR11 5,650_physiotherapy,0,12
TR16 6,650_physiotherapy,0,16
TR17 0,650_physiotherapy,18,28
TR18 3,650_physiotherapy,25,26
PL26 7,675_cardiac_physiology_service,21,3
TR11 5,675_cardiac_physiology_service,3,5
PL30 4,670_urological_physiology_service,0,14
PL33 9,670_urological_physiology_service,6,12
PL17 7,840_audiology,26,15
PL22 0,840_audiology,22,28
PL25 4,840_audiology,15,10
PL14 4,651_occupational_therapy,11,20
PL22 0,651_occupational_therapy,18,27
TR11 3,670_urological_physiology_service,5,16
TR12 6,670_urological_physiology_service,26,21
TR15 3,675_cardiac_physiology_service,16,6
TR16 6,675_cardiac_physiology_service,22,6
TR1 1,840_audiology,2,4
TR11 5,840_audiology,10,5
TR13 0,840_audiology,6,3
TR24 0,650_physiotherapy,26,6
TR27 4,650_physiotherapy,18,9
TR18 5,560_midwife_episode,11,25
TR4 8,560_midwife_episode,11,13
TR13 9,670_urological_physiology_service,27,7
TR14 0,670_urological_physiology_service,23,21
TR16 5,840_audiology,14,17
TR21 0,840_audiology,23,29
TR24 0,840_audiology,28,8
PL24 2,651_occupational_therapy,3,15
PL26 6,651_occupational_therapy,22,10
TR26 1,675_cardiac_physiology_service,9,1
TR4 9,675_cardiac_physiology_service,10,9
TR7 1,560_midwife_episode,23,23
TR8 5,560_midwife_episode,5,0
EX23 0,650_physiotherapy,10,12
